,Room_type
31420,Entire home/apt
31421,Entire home/apt
31422,Not mentioned
31423,Not mentioned
31424,Not mentioned
31425,Not mentioned
31427,Private room
31428,Not mentioned
31429,Not mentioned
31431,Entire home/apt
31432,Private room
31433,Private room
31434,Shared room
31435,Entire home/apt
31437,Entire home/apt
31438,Not mentioned
31439,Private room
31440,Private room
31441,Not mentioned
31442,Private room
31443,Not mentioned
31444,Not mentioned
31446,Entire home/apt
31447,Private room
31448,Not mentioned
31449,Not mentioned
31450,Not mentioned
31452,Entire home/apt
31454,Entire home/apt
31456,Entire home/apt
31457,Private room
31458,Not mentioned
31459,Not mentioned
31460,Not mentioned
31462,Private room
31463,Not mentioned
31465,Private room
31466,Private room
31467,Shared room
31468,Shared room
31469,Private room
31470,Private room
31471,Entire home/apt
31472,Entire home/apt
31473,Entire home/apt
31474,Private room
31475,Not mentioned
31476,Private room
31478,Private room
31480,Entire home/apt
31481,Private room
31482,Not mentioned
31483,Private room
31484,Not mentioned
31486,Entire home/apt
31488,Entire home/apt
31489,Entire home/apt
31490,Private room
31491,Private room
31492,Not mentioned
31494,Private room
31495,Not mentioned
31496,Not mentioned
31497,Not mentioned
31498,Not mentioned
31500,Entire home/apt
31501,Not mentioned
31502,Not mentioned
31503,Not mentioned
31504,Not mentioned
31506,Entire home/apt
31507,Entire home/apt
31508,Private room
31509,Private room
31511,Entire home/apt
31512,Entire home/apt
31514,Entire home/apt
31515,Entire home/apt
31516,Private room
31517,Private room
31518,Not mentioned
31520,Entire home/apt
31521,Not mentioned
31523,Entire home/apt
31524,Not mentioned
31525,Entire home/apt
31527,Entire home/apt
31528,Entire home/apt
31529,Private room
31530,Private room
31531,Not mentioned
31532,Not mentioned
31534,Entire home/apt
31535,Not mentioned
31536,Not mentioned
31537,Not mentioned
31538,Not mentioned
31539,Not mentioned
31540,Not mentioned
31542,Entire home/apt
31544,Entire home/apt
31546,Entire home/apt
31547,Entire home/apt
31548,Not mentioned
31549,Not mentioned
31551,Entire home/apt
31552,Entire home/apt
31553,Shared room
31554,Private room
31555,Shared room
31556,Shared room
31557,Private room
31558,Shared room
31559,Not mentioned
31560,Not mentioned
31562,Private room
31564,Private room
31565,Not mentioned
31566,Not mentioned
31567,Not mentioned
31568,Not mentioned
31570,Entire home/apt
31571,Not mentioned
31573,Entire home/apt
31574,Not mentioned
31576,Shared room
31577,Private room
31579,Private room
31580,Not mentioned
31581,Private room
31583,Entire home/apt
31585,Entire home/apt
31586,Private room
31587,Shared room
31588,Not mentioned
31590,Entire home/apt
31592,Entire home/apt
31594,Entire home/apt
31595,Not mentioned
31596,Not mentioned
31598,Private room
31599,Entire home/apt
31600,Not mentioned
31601,Not mentioned
31602,Not mentioned
31603,Not mentioned
31604,Entire home/apt
31605,Entire home/apt
31606,Not mentioned
31607,Not mentioned
31608,Not mentioned
31610,Entire home/apt
31611,Private room
31612,Entire home/apt
31613,Private room
31614,Shared room
31615,Entire home/apt
31616,Shared room
31617,Private room
31618,Shared room
31620,Entire home/apt
31621,Not mentioned
31623,Private room
31625,Entire home/apt
31626,Shared room
31627,Not mentioned
31628,Not mentioned
31629,Not mentioned
31631,Entire home/apt
31632,Entire home/apt
31634,Entire home/apt
31636,Entire home/apt
31637,Not mentioned
31638,Not mentioned
31639,Not mentioned
31640,Not mentioned
31641,Not mentioned
31642,Not mentioned
31643,Entire home/apt
31645,Entire home/apt
31646,Entire home/apt
31647,Private room
31648,Not mentioned
31649,Not mentioned
31651,Entire home/apt
31652,Entire home/apt
31653,Not mentioned
31654,Not mentioned
31656,Entire home/apt
31657,Entire home/apt
31658,Entire home/apt
31659,Not mentioned
31661,Entire home/apt
31663,Entire home/apt
31664,Not mentioned
31665,Entire home/apt
31666,Private room
31667,Private room
31668,Entire home/apt
31669,Not mentioned
31670,Not mentioned
31672,Private room
31673,Not mentioned
31674,Not mentioned
31675,Not mentioned
31676,Private room
31678,Entire home/apt
31679,Entire home/apt
31680,Entire home/apt
31681,Not mentioned
31682,Not mentioned
31683,Shared room
31685,Private room
31686,Shared room
31687,Not mentioned
31688,Not mentioned
31690,Entire home/apt
31691,Not mentioned
31692,Not mentioned
31693,Not mentioned
31695,Private room
31696,Entire home/apt
31697,Not mentioned
31698,Not mentioned
31700,Entire home/apt
31701,Not mentioned
31702,Entire home/apt
31704,Entire home/apt
31706,Entire home/apt
31707,Shared room
31709,Entire home/apt
31710,Not mentioned
31711,Not mentioned
31712,Not mentioned
31713,Entire home/apt
31714,Not mentioned
31715,Not mentioned
31716,Not mentioned
31717,Private room
31718,Not mentioned
31719,Not mentioned
31720,Not mentioned
31722,Entire home/apt
31723,Not mentioned
31724,Not mentioned
31725,Not mentioned
31726,Not mentioned
31727,Not mentioned
31728,Not mentioned
31729,Not mentioned
31731,Entire home/apt
31732,Private room
31733,Not mentioned
31734,Not mentioned
31735,Not mentioned
31736,Not mentioned
31737,Not mentioned
31739,Entire home/apt
31740,Not mentioned
31742,Entire home/apt
31744,Entire home/apt
31745,Not mentioned
31746,Entire home/apt
31748,Entire home/apt
31749,Private room
31750,Private room
31751,Not mentioned
31752,Entire home/apt
31753,Not mentioned
31754,Entire home/apt
31755,Private room
31756,Not mentioned
31757,Not mentioned
31758,Not mentioned
31759,Not mentioned
31760,Not mentioned
31761,Not mentioned
31762,Not mentioned
31764,Entire home/apt
31765,Not mentioned
31766,Not mentioned
31767,Not mentioned
31768,Not mentioned
31769,Not mentioned
31771,Entire home/apt
31772,Shared room
31773,Shared room
31774,Entire home/apt
31775,Not mentioned
31776,Entire home/apt
31777,Entire home/apt
31778,Entire home/apt
31780,Entire home/apt
31782,Private room
31783,Entire home/apt
31784,Private room
31785,Private room
31787,Entire home/apt
31788,Private room
31789,Private room
31790,Entire home/apt
31791,Not mentioned
31792,Not mentioned
31793,Entire home/apt
31794,Entire home/apt
31796,Entire home/apt
31797,Not mentioned
31798,Not mentioned
31799,Not mentioned
31800,Not mentioned
31801,Not mentioned
31803,Entire home/apt
31804,Not mentioned
31806,Private room
31807,Not mentioned
31809,Entire home/apt
31810,Not mentioned
31811,Private room
31812,Not mentioned
31813,Private room
31814,Shared room
31815,Shared room
31816,Private room
31817,Not mentioned
31818,Entire home/apt
31819,Not mentioned
31820,Not mentioned
31821,Not mentioned
31822,Not mentioned
31823,Not mentioned
31824,Not mentioned
31826,Entire home/apt
31827,Not mentioned
31828,Not mentioned
31829,Not mentioned
31831,Entire home/apt
31832,Entire home/apt
31833,Entire home/apt
31834,Not mentioned
31836,Entire home/apt
31837,Entire home/apt
31838,Private room
31839,Private room
31840,Not mentioned
31841,Not mentioned
31842,Not mentioned
31843,Not mentioned
31844,Not mentioned
31845,Not mentioned
31847,Entire home/apt
31848,Not mentioned
31849,Not mentioned
31850,Not mentioned
31851,Not mentioned
31852,Not mentioned
31854,Entire home/apt
31855,Private room
31856,Private room
31857,Not mentioned
31858,Entire home/apt
31859,Private room
31860,Private room
31861,Entire home/apt
31862,Not mentioned
31863,Not mentioned
31864,Not mentioned
31865,Not mentioned
31866,Entire home/apt
31867,Not mentioned
31869,Entire home/apt
31870,Not mentioned
31872,Entire home/apt
31874,Entire home/apt
31875,Not mentioned
31876,Entire home/apt
31877,Not mentioned
31878,Not mentioned
31879,Not mentioned
31880,Not mentioned
31882,Private room
31884,Private room
31885,Not mentioned
31886,Private room
31887,Not mentioned
31888,Not mentioned
31889,Not mentioned
31891,Entire home/apt
31892,Not mentioned
31894,Entire home/apt
31896,Private room
31897,Shared room
31898,Not mentioned
31900,Entire home/apt
31902,Entire home/apt
31904,Entire home/apt
31905,Not mentioned
31906,Not mentioned
31907,Entire home/apt
31908,Entire home/apt
31909,Not mentioned
31911,Entire home/apt
31912,Entire home/apt
31913,Private room
31914,Private room
31916,Private room
31917,Private room
31918,Entire home/apt
31919,Not mentioned
31920,Not mentioned
31921,Private room
31922,Not mentioned
31923,Not mentioned
31924,Not mentioned
31926,Private room
31927,Entire home/apt
31929,Entire home/apt
31931,Entire home/apt
31932,Entire home/apt
31933,Not mentioned
31934,Not mentioned
31935,Not mentioned
31936,Not mentioned
31937,Not mentioned
31938,Not mentioned
31940,Entire home/apt
31941,Entire home/apt
31942,Not mentioned
31944,Entire home/apt
31945,Not mentioned
31946,Not mentioned
31947,Not mentioned
31948,Not mentioned
31949,Not mentioned
31950,Entire home/apt
31951,Not mentioned
31953,Entire home/apt
31954,Private room
31956,Entire home/apt
31957,Not mentioned
31958,Entire home/apt
31959,Entire home/apt
31960,Not mentioned
31962,Private room
31963,Entire home/apt
31965,Entire home/apt
31966,Not mentioned
31967,Not mentioned
31968,Not mentioned
31969,Not mentioned
31970,Not mentioned
31971,Not mentioned
31972,Not mentioned
31973,Not mentioned
31974,Not mentioned
31975,Not mentioned
31977,Entire home/apt
31979,Entire home/apt
31980,Not mentioned
31981,Not mentioned
31982,Not mentioned
31983,Not mentioned
31984,Private room
31985,Not mentioned
31986,Not mentioned
31987,Not mentioned
31988,Not mentioned
31989,Private room
31990,Not mentioned
31991,Not mentioned
31992,Not mentioned
31994,Private room
31995,Not mentioned
31996,Entire home/apt
31998,Entire home/apt
32000,Entire home/apt
32002,Entire home/apt
32003,Entire home/apt
32004,Private room
32005,Private room
32006,Not mentioned
32007,Not mentioned
32008,Not mentioned
32009,Entire home/apt
32010,Not mentioned
32012,Private room
32013,Not mentioned
32014,Not mentioned
32015,Not mentioned
32017,Entire home/apt
32019,Entire home/apt
32020,Not mentioned
32022,Entire home/apt
32023,Private room
32024,Private room
32025,Shared room
32026,Not mentioned
32027,Private room
32028,Not mentioned
32030,Entire home/apt
32031,Not mentioned
32032,Not mentioned
32033,Not mentioned
32034,Not mentioned
32035,Not mentioned
32037,Entire home/apt
32038,Not mentioned
32039,Not mentioned
32041,Entire home/apt
32042,Not mentioned
32044,Entire home/apt
32046,Entire home/apt
32048,Entire home/apt
32049,Not mentioned
32050,Not mentioned
32052,Entire home/apt
32054,Entire home/apt
32055,Not mentioned
32056,Not mentioned
32058,Entire home/apt
32059,Not mentioned
32060,Not mentioned
32061,Not mentioned
32062,Not mentioned
32063,Not mentioned
32065,Entire home/apt
32066,Not mentioned
32067,Not mentioned
32068,Not mentioned
32069,Not mentioned
32071,Private room
32073,Entire home/apt
32074,Not mentioned
32075,Entire home/apt
32076,Entire home/apt
32077,Not mentioned
32079,Entire home/apt
32080,Not mentioned
32081,Not mentioned
32082,Not mentioned
32084,Entire home/apt
32086,Entire home/apt
32088,Entire home/apt
32089,Not mentioned
32090,Not mentioned
32091,Not mentioned
32092,Not mentioned
32094,Entire home/apt
32095,Not mentioned
32097,Entire home/apt
32098,Private room
32099,Private room
32101,Private room
32103,Entire home/apt
32105,Entire home/apt
32106,Private room
32107,Not mentioned
32108,Entire home/apt
32110,Entire home/apt
32111,Entire home/apt
32112,Private room
32113,Private room
32114,Not mentioned
32115,Not mentioned
32117,Entire home/apt
32118,Shared room
32119,Private room
32120,Not mentioned
32121,Not mentioned
32122,Not mentioned
32123,Not mentioned
32124,Not mentioned
32125,Not mentioned
32126,Not mentioned
32127,Not mentioned
32128,Entire home/apt
32129,Not mentioned
32130,Not mentioned
32132,Entire home/apt
32133,Entire home/apt
32134,Entire home/apt
32135,Private room
32136,Entire home/apt
32137,Private room
32138,Shared room
32139,Entire home/apt
32140,Shared room
32141,Not mentioned
32143,Shared room
32144,Not mentioned
32146,Entire home/apt
32147,Not mentioned
32148,Entire home/apt
32149,Private room
32150,Not mentioned
32151,Not mentioned
32153,Entire home/apt
32155,Entire home/apt
32157,Entire home/apt
32158,Private room
32159,Entire home/apt
32160,Not mentioned
32161,Not mentioned
32163,Entire home/apt
32164,Not mentioned
32165,Not mentioned
32167,Entire home/apt
32169,Entire home/apt
32170,Not mentioned
32171,Not mentioned
32172,Not mentioned
32173,Not mentioned
32174,Private room
32175,Not mentioned
32177,Entire home/apt
32179,Entire home/apt
32180,Entire home/apt
32181,Private room
32183,Private room
32184,Not mentioned
32186,Entire home/apt
32187,Not mentioned
32188,Not mentioned
32189,Not mentioned
32190,Shared room
32191,Private room
32193,Private room
32194,Not mentioned
32196,Entire home/apt
32197,Shared room
32199,Private room
32200,Not mentioned
32201,Not mentioned
32202,Not mentioned
32204,Entire home/apt
32205,Not mentioned
32206,Not mentioned
32207,Not mentioned
32208,Not mentioned
32209,Private room
32210,Not mentioned
32212,Entire home/apt
32213,Entire home/apt
32214,Private room
32215,Entire home/apt
32216,Not mentioned
32217,Not mentioned
32218,Not mentioned
32220,Entire home/apt
32221,Not mentioned
32222,Not mentioned
32224,Entire home/apt
32225,Not mentioned
32226,Not mentioned
32228,Entire home/apt
32229,Not mentioned
32231,Entire home/apt
32232,Entire home/apt
32233,Not mentioned
32235,Entire home/apt
32236,Entire home/apt
32237,Private room
32238,Not mentioned
32239,Not mentioned
32240,Not mentioned
32242,Entire home/apt
32243,Not mentioned
32245,Private room
32246,Private room
32247,Entire home/apt
32248,Not mentioned
32249,Not mentioned
32250,Entire home/apt
32251,Not mentioned
32252,Not mentioned
32253,Entire home/apt
32254,Not mentioned
32255,Not mentioned
